epoch,lr_used,next_lr,train_rmse,train_mae,seconds,optimizer_steps
1,0.0005,0.0014000000000000002,0.15333639494993187,0.1185287847495635,4.313913848018274,13
2,0.0014000000000000002,0.0023,0.13347985030484355,0.1029534026854618,4.362546805059537,26
3,0.0023,0.0032,0.10276400446978053,0.0777776931427202,4.289696620893665,39
4,0.0032,0.0040999999999999995,0.08894460395997492,0.06811776917526165,4.162624113028869,52
5,0.0040999999999999995,0.005,0.10207544670306426,0.07800361363896006,4.269015045952983,65
6,0.005,0.004999858265768138,0.10830088500357726,0.0849689866526691,4.23223045701161,78
7,0.004999858265768138,0.004999433079146637,0.08276869327816157,0.06297500606444079,4.465611118939705,91
8,0.004999433079146637,0.004998724488355944,0.06667432795073877,0.051403139232742645,4.242284997017123,104
9,0.004998724488355944,0.004997732573757387,0.0563629543478704,0.04313492813423395,4.1829776940867305,117
10,0.004997732573757387,0.004996457447844066,0.05271318818570145,0.04055590052286873,4.3333859000122175,130
11,0.004996457447844066,0.0049948992552281,0.053495622317542624,0.04082423007688009,4.645755625911988,143
12,0.0049948992552281,0.004993058172624216,0.06075867281111787,0.04652338936911447,4.626169038936496,156
13,0.004993058172624216,0.004990934408829719,0.050611592262747335,0.038194186442819834,4.229678001953289,169
14,0.004990934408829719,0.004988528204700802,0.04453246675391766,0.03407133764546707,4.254865108989179,182
15,0.004988528204700802,0.004985839833125238,0.04418427834352772,0.034153492196291,4.327637680922635,195
16,0.004985839833125238,0.004982869598991429,0.041466869410248956,0.03194164561768498,4.250597006059252,208
17,0.004982869598991429,0.00497961783915383,0.03834366953387641,0.02962890916612916,4.467220884049311,221
18,0.00497961783915383,0.004976084922394743,0.056729862537715524,0.04455504747948801,4.2848863350227475,234
19,0.004976084922394743,0.004972271249382496,0.04623880029167134,0.035414902535957006,4.291826160042547,247
20,0.004972271249382496,0.004968177252626001,0.04121030535565375,0.03183154435584476,4.3111417279578745,260
21,0.004968177252626001,0.004963803396425708,0.0388592892267851,0.030110695494393592,4.315746688982472,273
22,0.004963803396425708,0.004959150176820947,0.04342011367366006,0.033374246902823285,4.156142566003837,286
23,0.004959150176820947,0.004954218121533661,0.039631179990286404,0.03046190380218441,4.295409535989165,299
24,0.004954218121533661,0.004949007789908578,0.0367042890871955,0.028340478990047678,4.3172142039984465,312
25,0.004949007789908578,0.004943519772849758,0.03786508689207481,0.029518499158812488,4.236637311056256,325
26,0.004943519772849758,0.004937754692753585,0.037116910004904746,0.02870024219059531,4.221448504016735,338
27,0.004937754692753585,0.004931713203438185,0.0343825943691138,0.026694739516572707,4.490528463036753,351
28,0.004931713203438185,0.004925395990069265,0.03708543784313058,0.0288375346236115,4.371384838945232,364
29,0.004925395990069265,0.004918803769082421,0.04093845775715537,0.03177540850197683,4.381862131995149,377
30,0.004918803769082421,0.004911937288101883,0.03628939003596162,0.02800932559561337,4.189544172026217,390
31,0.004911937288101883,0.004904797325855719,0.03434949433949613,0.0265134639084841,4.446661922032945,403
32,0.004904797325855719,0.00489738469208753,0.03414571479470906,0.026491587107278322,4.34162079798989,416
33,0.00489738469208753,0.0048897002274646125,0.033339829493940515,0.025887173672849484,4.306853084010072,429
34,0.0048897002274646125,0.004881744803482619,0.0365940349102467,0.028489489770185297,4.296704531996511,442
35,0.004881744803482619,0.004873519322366719,0.03694552908634961,0.028524697076808717,4.1532921640900895,455
36,0.004873519322366719,0.004865024716969282,0.03642440301497951,0.028322972757032612,4.380621869931929,468
37,0.004865024716969282,0.0048562619506640784,0.034186441115311966,0.02640126581006645,4.497883712057956,481
38,0.0048562619506640784,0.004847232017237027,0.03369098060183315,0.026199819426844503,4.311603117035702,494
39,0.004847232017237027,0.0048379359407734876,0.03313100902700101,0.025755439704817976,4.2598174039740115,507
40,0.0048379359407734876,0.00482837477554212,0.031213884449662468,0.02416973571956722,4.268206384964287,520
41,0.00482837477554212,0.004818549605875318,0.03135728137820585,0.024268387033697155,4.4947477880632505,533
42,0.004818549605875318,0.004808461546046235,0.04340162864425804,0.03429967660586798,4.261276838020422,546
43,0.004808461546046235,0.0047981117401424194,0.03811105638958566,0.029432654207795172,4.302451030933298,559
44,0.0047981117401424194,0.004787501361936057,0.03404556797534474,0.026245494776291515,4.352268123999238,572
45,0.004787501361936057,0.004776631614750856,0.030945933587404037,0.023905689066133832,4.28255247999914,585
46,0.004776631614750856,0.004765503731325578,0.03082293626863134,0.02392007331393964,4.324425515020266,598
47,0.004765503731325578,0.004754118973674234,0.03147317515998361,0.024382892309570983,4.393755945027806,611
48,0.004754118973674234,0.004742478632942959,0.03869638906169282,0.030208333608101313,4.1905495170503855,624
49,0.004742478632942959,0.004730584029263579,0.031935156869174273,0.02462500560591651,4.332910682074726,637
50,0.004730584029263579,0.004718436511603901,0.031258634237944366,0.024129211311703248,4.275531318038702,650
