station,epoch,unit,component,group,loss_n,loss_mean,loss_median,loss_min,loss_max,grad_norm_n,grad_norm_mean,grad_norm_median,grad_norm_min,grad_norm_max,ratio_base_n,ratio_base_mean,ratio_base_median,ratio_base_min,ratio_base_max,ratio_dual_base_n,ratio_dual_base_mean,ratio_dual_base_median,ratio_dual_base_min,ratio_dual_base_max,cosine_base_n,cosine_base_mean,cosine_base_median,cosine_base_min,cosine_base_max,cosine_dual_base_n,cosine_dual_base_mean,cosine_dual_base_median,cosine_dual_base_min,cosine_dual_base_max
CBBT,20,accum4,body,shared,4,0.001305505124037154,0.001300201314734295,0.0012126629590056837,0.0014089549076743424,4,0.010823667393180025,0.01051715181373774,0.009025907144908502,0.013234458800336123,4,0.8706120715154382,0.882622098739013,0.7838877325128796,0.9333163560708468,4,0.3742329996641909,0.37547978324162856,0.31060272039795456,0.43536971177555184,4,0.9635595675644832,0.9678572817026847,0.9312001707855664,0.9873235360669972,4,0.9179582530022283,0.9171353883243644,0.8675394818806832,0.9700227534795015
CBBT,20,accum4,body,temporal,4,0.001305505124037154,0.001300201314734295,0.0012126629590056837,0.0014089549076743424,4,8.678648144554629e-05,8.573467479948338e-05,6.487439557122324e-05,0.00011080218061199517,4,0.8497491738852774,0.8429576205352827,0.7914089001761275,0.9216725542944166,4,0.36606685222954216,0.35879964606528686,0.3183575599241147,0.42831055686348013,4,0.980429143727676,0.9837402160841194,0.9622821781301989,0.9919539646122663,4,0.9586953324257097,0.9639445567641063,0.9258560150589755,0.9810362011156506
CBBT,20,accum4,dual_base,excess,4,0.003289444139227271,0.00325274231727235,0.0032319952733814716,0.0034202966489829123,4,0.0022044132885767876,0.0014914181577470416,0.0014641815288629209,0.004370635309950146,4,2.30788421778411,2.2392704613195953,2.1415847688183476,2.6114111796789015,4,1.0,1.0,1.0,1.0,4,0.9993465358279666,0.9993847901258093,0.9989592425970131,0.9996573204632347,4,1.0,1.0,1.0,1.0000000000000002
CBBT,20,accum4,dual_base,full,4,0.003289444139227271,0.00325274231727235,0.0032319952733814716,0.0034202966489829123,4,0.03138916506738454,0.0321658528604286,0.026448760416101464,0.034776194132579506,4,2.291632962259089,2.300600570321336,2.1139051184496056,2.4514255899440793,4,1.0,1.0,1.0,1.0,4,0.9878196207410891,0.989368589806443,0.9764452942645221,0.9960960090869481,4,1.0,1.0,0.9999999999999999,1.0000000000000002
CBBT,20,accum4,dual_base,shared,4,0.003289444139227271,0.00325274231727235,0.0032319952733814716,0.0034202966489829123,4,0.028994382930063536,0.029221858432322854,0.024933144005460872,0.03260067085014757,4,2.3441566896126105,2.3545653234410935,2.1437328569884615,2.5237632545797943,4,1.0,1.0,1.0,1.0,4,0.9885928777787123,0.9906469778350322,0.9770500199079108,0.9960275355368741,4,1.0,1.0,0.9999999999999996,1.0000000000000004
CBBT,20,accum4,dual_base,temporal,4,0.003289444139227271,0.00325274231727235,0.0032319952733814716,0.0034202966489829123,4,0.00023634712453110817,0.00024259932452884168,0.0001930674574872804,0.0002671223915794689,4,2.336804671057214,2.354713736284733,2.1518791435911093,2.4859120680682807,4,1.0,1.0,1.0,1.0,4,0.9957600938943082,0.9959095906436062,0.9935842571116474,0.9976369371783731,4,1.0000000000000004,1.0000000000000004,1.0000000000000002,1.0000000000000007
CBBT,20,accum4,excess,excess,4,7.690449092478957e-05,7.645200867045787e-05,5.23930157214636e-05,0.00010232093063677894,4,0.0006416541681771141,0.00041190903516935226,0.0003927615921964832,0.001350037010173269,4,0.6546179969873405,0.6197742502053589,0.5722897852664296,0.8066337022722144,4,0.2823301941631732,0.27660274464319645,0.2672272391917502,0.3088880481745498,4,0.9978820944744827,0.9979784522268653,0.9964757107414016,0.999095762702799,4,0.9995775134447492,0.9995912125325064,0.9992619152691224,0.9998657134448617
CBBT,20,accum4,excess,full,4,7.690449092478957e-05,7.645200867045787e-05,5.23930157214636e-05,0.00010232093063677894,4,0.0017782830989819193,0.0013770088033605533,0.001074737760734307,0.003284377028472264,4,0.13055891314641146,0.11181007007001276,0.06709489624689217,0.23152061619872813,4,0.05580533695059203,0.048519152527582945,0.03173978607710708,0.09444325667009516,4,0.42812511236345746,0.430888556149731,0.2763575757122199,0.5743657614421479,4,0.5220286142212893,0.500013708919306,0.40746215809678404,0.680624880949761
CBBT,20,accum4,excess,shared,4,7.690449092478957e-05,7.645200867045787e-05,5.23930157214636e-05,0.00010232093063677894,4,0.0016553404644609557,0.0013140680853100904,0.000999142766475,0.002994082920748642,4,0.13408711251150615,0.11705095567919341,0.07046123306359217,0.23178530562404562,4,0.056010456788168184,0.049666103093503985,0.032868476514642246,0.09184114445102252,4,0.4776242488531115,0.4904910082733336,0.29595216764858795,0.6335628112171907,4,0.5741565635165061,0.5624125182550997,0.4358045991411732,0.7359966184146519
CBBT,20,accum4,excess,temporal,4,7.690449092478957e-05,7.645200867045787e-05,5.23930157214636e-05,0.00010232093063677894,4,1.0331439335367431e-05,7.696389625072235e-06,6.371310815037625e-06,1.956166727628763e-05,4,0.10221891757137423,0.08691593707686801,0.05299771431090096,0.18204608182085996,4,0.04288595827910062,0.03684207833284278,0.024628573806639097,0.0732311026440778,4,0.6483599441032464,0.6786961666458936,0.5337822011594738,0.7022652419617245,4,0.7100149708894198,0.7448002676506607,0.5892612824381641,0.7611980658181933
