station,epoch,unit,component,group,weight,weighted_loss_n,weighted_loss_mean,weighted_loss_median,weighted_loss_min,weighted_loss_max,weighted_grad_norm_n,weighted_grad_norm_mean,weighted_grad_norm_median,weighted_grad_norm_min,weighted_grad_norm_max,weighted_ratio_base_n,weighted_ratio_base_mean,weighted_ratio_base_median,weighted_ratio_base_min,weighted_ratio_base_max,weighted_ratio_dual_base_n,weighted_ratio_dual_base_mean,weighted_ratio_dual_base_median,weighted_ratio_dual_base_min,weighted_ratio_dual_base_max
Battery,50,accum4,amp_true,shared,0.001,4,3.1763545011926905e-06,3.1067255986272357e-06,2.530368830775842e-06,3.96159797674045e-06,4,6.90629172063824e-05,6.922851820230303e-05,4.942452926417077e-05,8.83701031567528e-05,4,0.003197385669859546,0.003294002598354988,0.002126230512888033,0.004075306969840174,4,0.0014919046238462282,0.0014863514910971104,0.0010109864044854987,0.001983929108705194
Battery,50,accum4,amp_true,shared,0.003,4,9.529063503578074e-06,9.320176795881709e-06,7.591106492327527e-06,1.188479393022135e-05,4,0.00020718875161914723,0.0002076855546069091,0.00014827358779251232,0.0002651103094702584,4,0.009592157009578637,0.009882007795064963,0.006378691538664099,0.012225920909520521,4,0.004475713871538685,0.004459054473291331,0.003032959213456496,0.005951787326115582
Battery,50,accum4,amp_true,temporal,0.0001,4,3.1763545011926906e-07,3.106725598627236e-07,2.530368830775842e-07,3.9615979767404497e-07,4,5.3524276811392996e-08,5.512061321236194e-08,3.147533525993092e-08,7.23805455609172e-08,4,0.00026183659113690054,0.00027638814233856533,0.00013900330659067896,0.00035556677327979255,4,0.0001235295995221425,0.00012785257793103012,6.825231827338041e-05,0.00017016092395312938
Battery,50,accum4,amp_true,temporal,0.0003,4,9.52906350357807e-07,9.320176795881706e-07,7.591106492327525e-07,1.1884793930221347e-06,4,1.60572830434179e-07,1.653618396370858e-07,9.442600577979275e-08,2.171416366827516e-07,4,0.0007855097734107016,0.0008291644270156959,0.0004170099197720369,0.0010667003198393775,4,0.00037058879856642743,0.0003835577337930903,0.0002047569548201412,0.0005104827718593881
Battery,50,accum4,amp_true,temporal,0.0007,4,2.2234481508348837e-06,2.1747079190390653e-06,1.7712581815430895e-06,2.773118583718315e-06,4,3.74669937679751e-07,3.858442924865335e-07,2.2032734681951644e-07,5.066638189264204e-07,4,0.0018328561379583037,0.0019347169963699574,0.0009730231461347528,0.0024889674129585475,4,0.0008647071966549976,0.0008949680455172108,0.00047776622791366284,0.0011911264676719056
Battery,50,accum4,amp_true,temporal,0.001,4,3.1763545011926905e-06,3.1067255986272357e-06,2.530368830775842e-06,3.96159797674045e-06,4,5.3524276811393e-07,5.512061321236194e-07,3.1475335259930923e-07,7.238054556091721e-07,4,0.0026183659113690055,0.002763881423385653,0.0013900330659067897,0.0035556677327979254,4,0.001235295995221425,0.0012785257793103012,0.0006825231827338041,0.0017016092395312936
Battery,50,accum4,amp_true,temporal,0.003,4,9.529063503578074e-06,9.320176795881709e-06,7.591106492327527e-06,1.188479393022135e-05,4,1.60572830434179e-06,1.653618396370858e-06,9.442600577979276e-07,2.171416366827516e-06,4,0.007855097734107015,0.00829164427015696,0.004170099197720369,0.010667003198393775,4,0.0037058879856642747,0.0038355773379309035,0.002047569548201412,0.005104827718593881
Battery,50,accum4,body,excess,1.0,4,0.001918768793984782,0.0018833553331205621,0.001793707109754905,0.0021146573999430984,4,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0
Battery,50,accum4,body,full,1.0,4,0.001918768793984782,0.0018833553331205621,0.001793707109754905,0.0021146573999430984,4,0.023993467824357947,0.023862303301043247,0.021696334718440867,0.02655292997690443,4,0.9704232563615401,0.9744473072566839,0.9413902081283809,0.9914082028044122,4,0.4570464095992643,0.4654540921259653,0.4117358890410467,0.48554156510408
Battery,50,accum4,body,shared,1.0,4,0.001918768793984782,0.0018833553331205621,0.001793707109754905,0.0021146573999430984,4,0.02091752298137413,0.020963275987284445,0.01922959709764086,0.022513942853286773,4,0.9626739091585506,0.9670285263375734,0.9280796620260674,0.9885589219329879,4,0.4474085790832477,0.4566119257573421,0.3951630801654651,0.48124738465284145
Battery,50,accum4,body,temporal,1.0,4,0.001918768793984782,0.0018833553331205621,0.001793707109754905,0.0021146573999430984,4,0.00020218787708533982,0.00019696719773280066,0.00019131258306392306,0.0002235045298118349,4,0.974350393616287,0.980357914160578,0.9479937345360316,0.9886920116079604,4,0.4599221061515257,0.46889199922817054,0.4172486733743717,0.4846557527753899
