path,status,original_sha256,current_sha256,original_lines,current_lines
environment_training.yml,unchanged,e5ec667014aea9f3d20574ff644b7fea0405ba86b93b2e64bd136c1c2ee43859,e5ec667014aea9f3d20574ff644b7fea0405ba86b93b2e64bd136c1c2ee43859,90,90
infer.py,modified,2595195829680ffe1ff83f34f3e91e21664fa8577d6bdd8a2515f591c9de8763,1bed809358aa2161b7ba4bc89da946a9a3dd82b10f1376d2b8569610c02188c1,708,316
infer.sh,modified,fd22a14d59b5f3cc4d49ed3b9b4998cf20cf678aaa62e275d2cf6f990297d542,6059ada60a4ce9d5957d61d8fce371ebe5f8fe3df55626e960ba0af56ef6de64,330,340
infer_multi.sh,modified,62df0a60a275feee38e9a277c1398b2fdc4161af69d95e69f6eb3430a9ca0fc8,b11dda5dd6067c2d5db6aed6aeed8946988f9b119752aeaab3bb5403b994b6fb,289,295
preprocessing/forcing_cmip6.py,added,,49a7839c506f998373d65070c40b820b7f05f40b4b87d671a2ea3df7f31f95af,0,74
preprocessing/preprocessing_forcing_CMIP6_AWI_Mean_Removal.py,modified,4e0c3dd6fcbabfb8a3aec75d03ce74c2fb79d1487ba383ff90d9aa8fa02f29dd,dae18e939fe2db75430ec5507ad0c0f4c519673ab4537f7e4d9e4f157aa29032,214,209
preprocessing/preprocessing_forcing_CMIP6_CNRM_Mean_Removal.py,modified,ed48270bff6f1a915656b441b404982efbe9d4ffea7283a0eb0dd75f4bd48473,3aa8816d218ffa3197a7a953b2233117ea0e10b59e83899b153d12e3ba2de115,214,209
preprocessing/preprocessing_forcing_CMIP6_EC_EARTH_Mean_Removal.py,modified,fec4b6965676802871b4a2671fc6e4c9d971aaf32abf0291c264ef790cf82d05,dcf396e15ef6f15959c1baea76a551d5c44d547e1cd8845c675fb34b90378e7c,214,209
preprocessing/preprocessing_forcing_CMIP6_MPI_Mean_Removal.py,modified,d6399517e7883260fa24a52bbdc5f018574a9b82d89c591bb7779fba5e2f8da3,5ddc1514f28cc8f45ee72c036291eceecd6db7e4ca94f71a9184502a122bc1b2,214,209
preprocessing/preprocessing_forcing_CMIP6_MRI_Mean_Removal.py,modified,5bbf4666cdb762413fa97a7233b9c6532a3e9fee8888c76426bdacce62fd8be4,6cd89571e374ac737b402dcfebfaf51b07ed998fa6ef3dddce9ea65d8babded1,214,209
preprocessing/preprocessing_forcing_NCEP_Mean_Removal.py,modified,a5c0cf0fb4c31fefdc24b20de14a12622fdf2a89f8113b13050d186fbf190559,b644d884c1bf1097e8f2ac18c938a09bb5feff345666960b630cd3e379ade3a0,172,159
preprocessing/preprocessing_simulation.py,modified,74b16e0305ffcd5ff42dcc44e0ed426fb348c960db64994e03fd112f447b0162,dd8a6dc993e06b9e81f3f7db0412f3490f3596ecf31ed6546022c95129ba6b7c,355,357
preprocessing/time_align_unified.py,modified,2924d3827ec03b692bed17b3d74cbca5067bb97cb02897f511bfcad095f1d340,333f5af8ab41b946f99d9375e58bed64ac5f286c98913ffaf26eafb8cab0fca6,1008,931
station_json/Battery.json,unchanged,ac5e53f863a21806c9c8d9243c2318677796a34c114c0c9c0952ceb2d1cfa320,ac5e53f863a21806c9c8d9243c2318677796a34c114c0c9c0952ceb2d1cfa320,92,92
